SYMPTOMS,REASON,SUB_COMMODITY,BusinessSegment,ProductCategory,ProductGroup,FamilyGroup,FormFactor,Supplier,Family,ProcessorSupplier,ProcessorSocketCount,REGION,CASE_COUNTRY,COMMODITY
OS error message(s),No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,United Kingdom,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AP,Malaysia,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AM,Peru,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,ROM-Legacy,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Korea Republic of (South),Non SystemBoard Issue
OS does not boot (BIOS completes boot),Configuration Issue,Missing Data,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL60,Rack,H3C,DL60 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS did not boot after install/update,System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
time offset,Error warning reported by the system,ROM-UEFI,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Hong Kong,Non SystemBoard Issue
OS error message(s),Hangs,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,VMWare,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,Brazil,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS hang/unresponsive,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error caused system to reboot/restart,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Hong Kong,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,France,Non SystemBoard Issue
OS error message(s),No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,EMEA,United Kingdom,Non SystemBoard Issue
OS hang/unresponsive,Hangs,VMWare,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Switzerland,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Italy,Non SystemBoard Issue
OS error message(s),Hangs,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Germany,Non SystemBoard Issue
OS did not boot after install/update,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Poland,Non SystemBoard Issue
OS error caused system to reboot/restart,Slow or degraded performance,Missing Data,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Turkey,Non SystemBoard Issue
OS error message(s),System reboots,VMWare,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,France,Non SystemBoard Issue
OS error caused system to reboot/restart,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Germany,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,India,Non SystemBoard Issue
OS error message(s),System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Luxembourg,Non SystemBoard Issue
Windows bug check error,Blue/Red/Purple/black screen,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Turkey,Non SystemBoard Issue
Windows Bug Check error,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Russia,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Sweden,Non SystemBoard Issue
Windows bug check error,System reboots,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Turkey,Non SystemBoard Issue
OS error message(s),No boot/No Video,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,Non SystemBoard Issue
OS error caused system to reboot/restart,System reboots,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,France,Non SystemBoard Issue
blue screen,System shuts down,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
Blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,OTHER,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Germany,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Russia,Non SystemBoard Issue
BSOD,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,United Arab Emirates,Non SystemBoard Issue
OS error message(s),System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Germany,Non SystemBoard Issue
OS hang/unresponsive,System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AP,India,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,Linux,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
Windows bug check error,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Australia,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Australia,Non SystemBoard Issue
OS hang/unresponsive,Hangs,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Malaysia,Non SystemBoard Issue
OS error message(s),System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error caused system to reboot/restart,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS hang/unresponsive,Hangs,Missing Data,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,Colombia,Non SystemBoard Issue
time offset,Configuration Issue,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,Unknown,Unknown,Non SystemBoard Issue
time offset,System reboots,Linux,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,India,Non SystemBoard Issue
time offset,Error warning reported by the system,ROM-UEFI,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,India,Non SystemBoard Issue
OS hang/unresponsive,Hangs,OTHER,Density Optimized,Density Optimized,Hyperscale XL,XL450,Density Optimized,FoxConn,XL450 Gen9,Intel,2,AP,Vietnam,Non SystemBoard Issue
time offset,No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Thailand,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,Linux,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS did not boot after install/update,System shuts down,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Netherlands,Non SystemBoard Issue
OS hang/unresponsive,Hangs,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
time offset,Configuration Issue,ROM-UEFI,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Missing Data,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
Windows bug check error,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,EMEA,United Arab Emirates,Non SystemBoard Issue
Windows bug check error,System reboots,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Spain,Non SystemBoard Issue
OS error message(s),System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Turkey,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,United Kingdom,Non SystemBoard Issue
OS hang/unresponsive,Hangs,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,France,Non SystemBoard Issue
OS error message(s),Error warning reported by the system,Linux,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error caused system to reboot/restart,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,South Africa Republic of,Non SystemBoard Issue
OS error message(s),Error warning reported by the system,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,India,Non SystemBoard Issue
OS error caused system to reboot/restart,Blue/Red/Purple/black screen,VMWare,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Italy,Non SystemBoard Issue
OS does not boot (BIOS completes boot),Device Not detected/Accessible/Available,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Germany,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AM,Canada,Non SystemBoard Issue
Windows bug check error,Hangs,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
BSOD,System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Singapore,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,VMWare,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Australia,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,VMWare,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Australia,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Thailand,Non SystemBoard Issue
Blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Hong Kong,Non SystemBoard Issue
Windows bug check error,System shuts down,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error message(s),System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
OS error message(s),System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Turkey,Non SystemBoard Issue
OS hang/unresponsive,Hangs,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,United Arab Emirates,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Missing Data,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS hang/unresponsive,Hangs,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,India,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,Missing Data,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,Canada,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,Missing Data,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error caused system to reboot/restart,Error warning reported by the system,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS hang/unresponsive,Hangs,VMWare,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,Canada,Non SystemBoard Issue
OS error message(s),Hangs,VMWare,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error caused system to reboot/restart,Blue/Red/Purple/black screen,VMWare,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error message(s),System reboots,Linux,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,Canada,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error message(s),Configuration Issue,VMWare,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
Blue screen,Blue/Red/Purple/black screen,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,VMWare,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,India,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,Russia,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AP,Japan,Non SystemBoard Issue
OS did not boot after install/update,No boot/No Video,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error caused system to reboot/restart,System reboots,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AM,Mexico,Non SystemBoard Issue
BSOD,System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
Blue screen,Blue/Red/Purple/black screen,OTHER,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
BSOD,System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Saudi Arabia,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
Blue screen,System shuts down,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,Non SystemBoard Issue
OS error message(s),No boot/No Video,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Spain,Non SystemBoard Issue
OS error message(s),System shuts down,Missing Data,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,France,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AP,Japan,Non SystemBoard Issue
OS hang/unresponsive,System reboots,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,ML150,Tower,Wistron,ML150 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error message(s),No boot/No Video,Linux,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS error message(s),Blue/Red/Purple/black screen,VMWare,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Germany,Non SystemBoard Issue
Blue screen,Blue/Red/Purple/black screen,Missing Data,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,France,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,Missing Data,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,Canada,Non SystemBoard Issue
time offset ,Configuration Issue,ROM-Legacy,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AM,Canada,Non SystemBoard Issue
OS does not boot (BIOS completes boot),No boot/No Video,Linux,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,Non SystemBoard Issue
OS hang/unresponsive,No boot/No Video,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,Brazil,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,Non SystemBoard Issue
OS error message(s),Hangs,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AM,USA,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Singapore,Non SystemBoard Issue
BSOD,Blue/Red/Purple/black screen,Windows,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Singapore,Non SystemBoard Issue
blue screen,Blue/Red/Purple/black screen,Windows,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Spain,Non SystemBoard Issue
